DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State 
DB01273,Varenicline,approved; investigational,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1,C13H13N3,,"Benzazepines, Cholinergic Agents, Cholinergic Agonists, Cholinergic Receptor Agonist, Drugs that are Mainly Renally Excreted, Drugs Used in Addictive Disorders, Drugs Used in Nicotine Dependence, Heterocyclic Compounds, Fused-Ring, Miscellaneous Autonomic Drugs, Nervous System, Neurotransmitter Agents, Nicotinic Agonists, OCT2 Inhibitors, OCT2 Substrates, Ophthalmologicals, Partial Cholinergic Nicotinic Agonist, Partial Cholinergic Nicotinic Agonists, Quinoxalines, Sensory Organs, Smoking Cessation Agents"," Neuronal acetylcholine receptor subunit alpha-4,  Neuronal acetylcholine receptor subunit alpha-7,  Neuronal acetylcholine receptor subunit alpha-3,  Neuronal acetylcholine receptor subunit alpha-6,  Neuronal acetylcholine receptor subunit beta-2,  Solute carrier family 22 member 2",DB01273,
DB01274,Arformoterol,approved; investigational,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,C19H24N2O4,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Autonomic Agents, Bronchodilator Agents, Cytochrome P-450 CYP2A6 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Ethanolamines, Long-acting beta-adrenoceptor agonists, Peripheral Nervous System Agents, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Respiratory System Agents"," Beta-2 adrenergic receptor,  Cytochrome P450 2D6,  Cytochrome P450 2C19,  Cytochrome P450 2C9,  Cytochrome P450 2A6","DB00983, DB01274, DB13625",
DB01275,Hydralazine,approved,NNC1=NN=CC2=CC=CC=C12,C8H8N4,,"Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Arteriolar Smooth Muscle, Agents Acting On, Arteriolar Vasodilation, Arteriolar Vasodilator, Cardiovascular Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 Enzyme Inhibitors, Direct Vasodilators, Drugs that are Mainly Renally Excreted, Hydrazinophthalazine Derivatives, Hydrazinophthalazine Derivatives and Diuretics, Hypotensive Agents, Phthalazines, Pyridazines, Vasodilating Agents"," Membrane primary amine oxidase,  Hypoxia-inducible factor 1-alpha,  Prolyl 4-hydroxylase subunit alpha-1,  Cytochrome P450 3A4,  Serum albumin","DB01275, DB12945",
DB01278,Pramlintide,approved; investigational,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O,C171H267N51O53S2,,"Alimentary Tract and Metabolism, Amino Acids, Peptides, and Proteins, Amylin Agonists, Amylin Analog, Amyloid, Amyloidogenic Proteins, Blood Glucose Lowering Agents, Drugs Used in Diabetes, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypoglycemia-Associated Agents, Pancreatic Hormones, Peptide Hormones, Peptides, Proteins"," Calcitonin receptor,  Receptor activity-modifying protein 1,  Receptor activity-modifying protein 2,  Receptor activity-modifying protein 3","DB01278, DB15355, DB05724, DB06260, DB18634, DB13742, DB14803, DB15366, DB18169, DB12199, DB15195, DB13298, DB00007, DB06825, DB11510, DB11720, DB00666, DB04931, DB05479, DB15314, DB14027, DB01284, DB11724, DB15194, DB09059, DB05034, DB15687, DB06719, DB06283, DB13928",
DB01280,Nelarabine,approved; investigational,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C11H15N5O5,,"Antimetabolites, Antineoplastic Agents, Antineoplastic and Immunomodulating Agents, Immunosuppressive Agents, Myelosuppressive Agents, Narrow Therapeutic Index Drugs, Nucleic Acid Synthesis Inhibitors, Nucleic Acids, Nucleotides, and Nucleosides, Nucleoside Metabolic Inhibitor, Nucleosides, Purine Analogues"," DNA,  DNA polymerase alpha catalytic subunit,  DNA ligase 1,  DNA primase small subunit,  Ribonucleoside-diphosphate reductase large subunit,  Adenosine deaminase,  Deoxycytidine kinase,  Deoxyguanosine kinase, mitochondrial,  Equilibrative nucleoside transporter 1","DB01280, DB02857, DB04440, DB04853, DB02934, DB03952, DB00194, DB00640, DB02753, DB03528, DB01972, DB03510, DB03609, DB02896, DB03493, DB03315, DB04335, DB01937, DB04315, DB03726, DB12896, DB02315, DB01073, DB04441, DB12156, DB03931, DB04137, DB16075, DB03486, DB03178",
DB01282,Carbetocin,approved; investigational,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,C45H69N11O12S,,"Amino Acids, Peptides, and Proteins, Delayed-Action Preparations, Drug Delivery Systems, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypotensive Agents, Oxytocin and Analogues, Peptide Hormones, Peptides, Pharmaceutical Preparations, Pituitary and Hypothalamic Hormones and Analogues, Pituitary Hormones, Pituitary Hormones, Posterior, Posterior Pituitary Lobe Hormones, Reproductive Control Agents, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins, Uterotonic agents", Oxytocin receptor,"DB01282, DB13798, DB17352, DB05029, DB09059, DB14642, DB16687, DB05034, DB12495, DB00035, DB05875, DB01883, DB00067, DB11628, DB15195, DB06283, DB00006",
DB01283,Lumiracoxib,approved; investigational,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,C15H13ClFNO2,,"Acids, Carbocyclic, Agents causing hyperkalemia, Agents that produce hypertension, Analgesics, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Anti-Inflammatory Agents, Non-Steroidal, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Antirheumatic Agents, COX-2 Inhibitors, Cyclooxygenase Inhibitors, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Enzyme Inhibitors, Musculo-Skeletal System, Nephrotoxic agents, Peripheral Nervous System Agents, Phenylacetates, Selective Cyclooxygenase 2 Inhibitors (NSAIDs), Sensory System Agents, UGT1A9 Substrates"," Prostaglandin G/H synthase 2,  Prostaglandin G/H synthase 1,  Cytochrome P450 2C19,  UDP-glucuronosyltransferase 1-9,  Cytochrome P450 1A2,  Cytochrome P450 2C9","DB01283, DB00586, DB11455, DB06736",
DB01284,Tetracosactide,approved,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,C136H210N40O31S,,"Adrenals, Adrenocortical Insufficiency, Adrenocorticotropic Hormone, Amino Acids, Peptides, and Proteins, Anterior Pituitary Lobe Hormones and Analogues, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Melanocortins, Nerve Tissue Proteins, Neuropeptides, Peptide Hormones, Peptides, Pituitary, Pituitary and Hypothalamic Hormones and Analogues, Pituitary Hormones, Pituitary Hormones, Anterior, Pro-Opiomelanocortin, Proteins, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins", Adrenocorticotropic hormone receptor,"DB01284, DB15687, DB05479, DB15314, DB13298, DB04931, DB15194, DB14027, DB13928, DB18169, DB00007, DB06825, DB11510, DB06719, DB00666, DB15272, DB11724, DB14806, DB14803, DB00644, DB06260, DB18634, DB16146, DB15366, DB14786, DB06788, DB13742, DB00014, DB11720, DB00403",
DB01288,Fenoterol,approved; investigational,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,C17H21NO4,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics for Systemic Use, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Anticholinergic Agents, Autonomic Agents, Benzene Derivatives, Bronchodilator Agents, Catechols, Drugs for Obstructive Airway Diseases, Ethanolamines, Genito Urinary System and Sex Hormones, Metaproterenol, Neurotransmitter Agents, Peripheral Nervous System Agents, Phenols, Reproductive Control Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists, Sympathomimetics, Sympathomimetics, Labour Repressants, Tocolytic Agents"," Beta-2 adrenergic receptor,  Beta-1 adrenergic receptor,  Beta-3 adrenergic receptor","DB01288, DB00816, DB00871, DB00221, DB01064, DB00867, DB06814, DB08985, DB01102, DB00388, DB08957, DB00668, DB13559, DB11610",
DB01289,Glisoxepide,investigational,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C20H27N5O5S,,"Alimentary Tract and Metabolism, Amides, Blood Glucose Lowering Agents, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Drugs Used in Diabetes, Insulin Secretagogues, Oral Hypoglycemics, Sulfones, Sulfonylureas, Sulfur Compounds"," ATP-sensitive inward rectifier potassium channel 8,  Insulin,  Cytochrome P450 2C9",DB01289,
DB01291,Pirbuterol,approved,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,C12H20N2O3,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics for Systemic Use, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Alcohols, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Cardiotonic Agents, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Drugs for Obstructive Airway Diseases, Neurotransmitter Agents, Peripheral Nervous System Agents, Protective Agents, Respiratory System Agents, Selective Beta 2-adrenergic Agonists"," Beta-2 adrenergic receptor,  Beta-1 adrenergic receptor",DB01291,
DB01294,Bismuth subsalicylate,approved; vet_approved,O[Bi]1OC(=O)C2=CC=CC=C2O1,C7H5BiO4,,"Acids, Carbocyclic, Antacids and Adsorbents, Antidiarrheals, Benzene Derivatives, Benzoates, Bismuth containing drugs, Elements, Elements, Radioactive, Gastrointestinal Agents, Helicobacter Infections, Hydroxy Acids, Hydroxybenzoates, Isotopes, Metals, Metals, Heavy, Neurotoxic agents, Phenols, Radioisotopes, Salicylates"," Serum albumin,  Serotransferrin",DB01294,
DB01295,Bevantolol,experimental,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1,C20H27NO4,,"Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Antihypertensive Agents, Beta Blocking Agents and Thiazides, Beta Blocking Agents, Selective, Beta Blocking Agents, Selective, and Thiazides, Bradycardia-Causing Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Neurotransmitter Agents, Propanols"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  Alpha-1A adrenergic receptor,  Cytochrome P450 2D6",DB01295,
DB01296,Glucosamine,approved; investigational,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,C6H13NO5,,"Amino Sugars, Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Carbohydrates, Hexosamines, Musculo-Skeletal System"," Interferon gamma,  Transcription factor p65,  Solute carrier family 2, facilitated glucose transporter member 2,  Solute carrier family 2, facilitated glucose transporter member 1,  Solute carrier family 2, facilitated glucose transporter member 4,  Solute carrier family 2, facilitated glucose transporter member 3","DB01296, DB02678, DB02700, DB03779, DB03291, DB02469, DB03439, DB04808, DB13673",
DB01297,Practolol,approved,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,C14H22N2O3,,"Acetanilides, Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amides, Amines, Amino Alcohols, Anilides, Aniline Compounds, Antiarrhythmic agents, Antihypertensive Agents, Beta Blocking Agents, Selective, Bradycardia-Causing Agents, Cardiovascular Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Neurotransmitter Agents, Phenoxypropanolamines, Propanolamines, Propanols"," Beta-1 adrenergic receptor,  Cytochrome P450 2D6","DB01297, DB03783",
DB01298,Sulfacytine,approved,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,C12H14N4O3S,,"Amides, Amines, Aniline Compounds, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Sulfonamides, Sulfones, Sulfur Compounds", Dihydropteroate synthase,DB01298,
DB01299,Sulfadoxine,approved; investigational,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,C12H14N4O4S,,"Amides, Amines, Aniline Compounds, Anti-Infective Agents, Anti-Infective Agents, Urinary, Antimalarials, Antiparasitic Agents, Antiparasitic Products, Insecticides and Repellents, Antiprotozoals, Benzene Derivatives, Benzenesulfonamides, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Long-Acting Antibacterial Sulfonamides, Sulfanilamides, Sulfonamides, Sulfones, Sulfur Compounds"," Dihydropteroate synthetase,  Bifunctional dihydrofolate reductase-thymidylate synthase","DB01299, DB13485, DB06150",
DB01301,Rolitetracycline,approved,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,C27H33N3O8,,"Agents that produce neuromuscular block (indirect), Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Naphthacenes, Tetracyclines"," 30S ribosomal protein S9,  16S ribosomal RNA","DB01301, DB00256, DB00759, DB09550, DB00595, DB09093, DB00453, DB00254, DB00618, DB00931, DB13092, DB01017, DB12035, DB13264, DB12455, DB00560, DB15040, DB12329, DB11647, DB11691, DB05168, DB03469, DB11191, DB00361, DB03614, DB12674, DB00200, DB11467",
DB01303,Oxtriphylline,approved,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,C12H21N5O3,,"Alcohols, Alkaloids, Amines, Amino Alcohols, Anti-Asthmatic Agents, Autonomic Agents, Bronchodilator Agents, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 Substrates, Drugs for Obstructive Airway Diseases, Ethanolamines, Heterocyclic Compounds, Fused-Ring, Onium Compounds, Peripheral Nervous System Agents, Purines, Purinones, Quaternary Ammonium Compounds, Respiratory Smooth Muscle Relaxants, Respiratory System Agents, Trimethyl Ammonium Compounds, Xanthine derivatives, Xanthines and Adrenergics"," cGMP-inhibited 3',5'-cyclic phosphodiesterase A,  cAMP-specific 3',5'-cyclic phosphodiesterase 4A,  Adenosine receptor A2a,  Adenosine receptor A1,  Histone deacetylase 2,  Cytochrome P450 1A2,  Solute carrier family 22 member 7","DB01303, DB01223, DB00277, DB13812, DB00201, DB01412, DB03293, DB14132, DB01778, DB14018, DB00824, DB07954, DB13592, DB13573, DB13449, DB09273, DB18002",
DB01319,Fosamprenavir,approved,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,C25H36N3O9PS,,"Acids, Acyclic, Amides, Amprenavir and Prodrugs, Anti-HIV Agents, Anti-Infective Agents, Anti-Retroviral Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Direct Acting Antivirals, Enzyme Inhibitors, HIV Protease Inhibitors, Hyperglycemia-Associated Agents, Protease Inhibitors, Sulfones, Sulfur Compounds, Viral Protease Inhibitors"," Human immunodeficiency virus type 1 protease,  Cytochrome P450 3A4","DB01319, DB00701, DB01264",
DB01320,Fosphenytoin,approved; investigational,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,C16H15N2O6P,,"Anti-epileptic Agent, Anticonvulsants, Cardiovascular Agents, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP1A2 Inducers, Cytochrome P-450 CYP1A2 Inducers (strength unknown), Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Inducers (strong), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C9 Inducers, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Inducers (strong), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strong), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Decreased Central Nervous System Disorganized Electrical Activity, Enzyme Inducing Antiepileptic Drugs, Hydantoins, Imidazoles, Imidazolidines, Membrane Transport Modulators, Narrow Therapeutic Index Drugs, Nervous System, Phenytoin and Prodrugs, Prodrugs, Sodium Channel Blockers, Thyroxine-binding globulin substrates, UGT1A6 Inhibitors, UGT1A9 Inhibitors"," Sodium channel protein type 5 subunit alpha,  Cytochrome P450 1A2,  UDP-glucuronosyltransferase 1-6,  UDP-glucuronosyltransferase 1-9,  Cytochrome P450 2C19,  Cytochrome P450 2B6,  Cytochrome P450 2C9,  Cytochrome P450 3A4,  Serum albumin,  Thyroxine-binding globulin",DB01320,
DB01321,Josamycin,investigational,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,C42H69NO15,,"Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Lactones, Macrolides, Macrolides, Lincosamides and Streptogramins, Polyketides", 50S ribosomal protein L4,"DB01321, DB13456, DB13409, DB15981, DB09309, DB11554, DB06145, DB11475, DB11383, DB17769, DB13179, DB01211, DB00199, DB11471, DB11442, DB00207, DB00681, DB11416, DB00646, DB11474",
DB01322,Kava,approved; investigational; nutraceutical,COC1=CC(=O)OC(C1)\C=C\C1=CCCC=C1,C14H16O3,,,,DB01322,
DB01324,Polythiazide,approved,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,C11H13ClF3N3O4S3,,"Amides, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Benzothiadiazines, Cardiovascular Agents, Diuretics, Drugs causing inadvertant photosensitivity, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Heterocyclic Compounds, Fused-Ring, Hyperglycemia-Associated Agents, Increased Diuresis, Membrane Transport Modulators, Natriuretic Agents, OAT3/SLC22A8 Substrates, Photosensitizing Agents, Sodium Chloride Symporter Inhibitors, Sulfonamides, Sulfones, Sulfur Compounds, Thiazides"," Solute carrier family 12 member 3,  Serum albumin,  Solute carrier family 22 member 6,  Solute carrier family 22 member 8","DB01324, DB13989, DB00232, DB01021, DB08645, DB15861, DB13430, DB13532, DB00999",
DB01325,Quinethazone,approved,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,C10H12ClN3O3S,,"Amides, Cardiovascular Agents, Diuretics, Genito Urinary System and Sex Hormones, Gynecological Antiinfectives and Antiseptics, Heterocyclic Compounds, Fused-Ring, Low-Ceiling Diuretics, Excl. Thiazides, Membrane Transport Modulators, Natriuretic Agents, Sodium Chloride Symporter Inhibitors, Sulfonamides, Sulfones, Sulfur Compounds"," Solute carrier family 12 member 1,  Solute carrier family 12 member 2,  Solute carrier family 12 member 3,  Carbonic anhydrase 1,  Carbonic anhydrase 2","DB01325, DB13708, DB00524",
DB01326,Cefamandole,approved; experimental,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,C18H18N6O5S2,,"Amides, Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, beta-Lactams, Cephalosporins, Heterocyclic Compounds, Fused-Ring, Lactams, Nephrotoxic agents, OAT1/SLC22A6 inhibitors, OAT3/SLC22A8 Inhibitors, Second-Generation Cephalosporins, Sulfur Compounds, Thiazines"," Penicillin-binding protein 2,  Solute carrier family 22 member 6,  Solute carrier family 22 member 8,  Solute carrier family 22 member 11,  Solute carrier family 22 member 7","DB01326, DB14725, DB01328, DB00923, DB01329, DB00229, DB13266, DB00567, DB00430, DB00274, DB00267, DB01140, DB13821, DB09062, DB01150, DB01327, DB01330, DB13638, DB00689, DB01212, DB13778, DB13499, DB00833, DB09008, DB01333, DB11385, DB00456, DB11592, DB03938, DB13504",
DB01327,Cefazolin,approved,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,C14H14N8O4S3,,"Amides, Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, beta-Lactams, Cephalosporins, First-Generation Cephalosporins, Heterocyclic Compounds, Fused-Ring, Lactams, Nephrotoxic agents, OAT1/SLC22A6 inhibitors, OAT1/SLC22A6 Substrates, OAT3/SLC22A8 Inhibitors, OAT3/SLC22A8 Substrates, Sulfur Compounds, Thiazines"," Penicillin-binding protein 1A,  Penicillin-binding protein 1B,  Penicillin-binding protein 1C,  Penicillin-binding protein 2,  Peptidoglycan synthase FtsI,  Serum paraoxonase/arylesterase 1,  Interleukin-15,  Interleukin-2,  Thiopurine S-methyltransferase,  Serum albumin,  Multidrug resistance-associated protein 4,  Solute carrier family 22 member 6,  Solute carrier family 22 member 8,  Solute carrier family 22 member 11","DB01327, DB13821, DB13778, DB00923, DB00229, DB01326, DB01328, DB00274, DB14725, DB09062, DB01329, DB01330, DB13638, DB13266, DB00267, DB00430, DB01212, DB13470, DB00567, DB00456, DB09008, DB01414, DB01333, DB01150, DB00689, DB11385, DB11592, DB01140, DB13499, DB00535",
DB01328,Cefonicid,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,C18H18N6O8S3,,"Amides, Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, beta-Lactams, Cephalosporins, Heterocyclic Compounds, Fused-Ring, Lactams, Nephrotoxic agents, Second-Generation Cephalosporins, Sulfur Compounds, Thiazines"," Penicillin-binding protein 1A,  Peptidoglycan synthase FtsI,  Penicillin-binding protein 1B,  D-alanyl-D-alanine carboxypeptidase DacB,  Penicillin-binding protein 2,  Serum albumin","DB01328, DB01326, DB14725, DB00923, DB01329, DB00229, DB13266, DB00267, DB00430, DB13821, DB00274, DB01327, DB01330, DB09062, DB13638, DB00567, DB13499, DB01212, DB01140, DB01150, DB13778, DB11385, DB13470, DB00689, DB11592, DB09008, DB01413, DB13504, DB11485, DB00671",
