DrugBank ID,Indication Type,Indication,Combined Product Details
DB09165,Used in combination as diagnostic agent,Altered osteogenesis,Combination Product in combination with:Stannous chloride (DB11056)
DB09166,Treatment of,Anxiety,
DB09166,Treatment of,Insomnia,
DB09167,Treatment of,Anxiety,
DB09167,Treatment of,Depression,
DB09167,Treatment of,Depression,
DB09183,Used in combination to treat,Chronic hepatitis c genotype 1a,"Regimen in combination with:Ribavirin (DB00811),Paritaprevir (DB09297),Ritonavir (DB00503),Ombitasvir (DB09296)"
DB09183,Used in combination to treat,Chronic hepatitis c genotype 1b,"Combination Product in combination with:Paritaprevir (DB09297),Ritonavir (DB00503),Ombitasvir (DB09296)"
DB09185,Management of,Attention deficit hyperactivity disorder (adhd),
DB09209,Used in combination for symptomatic treatment of,Cough caused by common cold,Combination Product in combination with:Triprolidine (DB00427)
DB09209,Symptomatic treatment of,Coughing,
DB09209,Used in combination for symptomatic treatment of,Flu like symptom,Combination Product in combination with:Triprolidine (DB00427)
DB09209,Symptomatic treatment of,Flu caused by influenza,
DB09209,Used in combination for symptomatic treatment of,Irritative cough,Combination Product in combination with:Triprolidine (DB00427)
DB09210,Treatment of,Alcohol dependence,
DB09210,Treatment of,Alcohol withdrawl,
DB09210,Treatment of,"Cognitive deficits caused by injuries, craniocerebral",
DB09210,Treatment of,Cognitive dysfunctions,
DB09210,Treatment of,Cognitive impairments,
DB09211,Treatment of,Ischemic ulcers,
DB09211,Treatment of,Pain caused by ischaemia,
DB09211,Symptomatic treatment of,Thromboangiitis obliterans,
DB09212,Treatment of,Orthopaedic related pain (musculoskeletal pain),
DB09212,Treatment of,Orthopaedic related pain (musculoskeletal pain),
DB09212,Treatment of,Rheumatism,
DB09212,Treatment of,Rheumatism,
DB09212,Treatment of,Soft tissue injury,
DB09213,Used in combination to treat,Fever,"Combination Product in combination with:Acetaminophen (DB00316),Caffeine (DB00201)"
DB09213,Treatment of,Inflammatory reaction,
DB09213,Used in combination to manage,Pain,Combination Product in combination with:Butylscopolamine (DB09300)
DB09213,Treatment of,Pain,
DB09213,Used in combination to manage,Spasms,Combination Product in combination with:Butylscopolamine (DB09300)
DB09214,Treatment of,Ankylosing spondylitis (as),
DB09214,Used in combination to treat,Extra-articular rheumatism,Combination Product in combination with:Thiocolchicoside (DB11582)
DB09214,Treatment of,Gouty arthritis,
DB09214,Treatment of,Inflammatory reaction,
DB09214,Used in combination to manage,Local pain,Combination Product in combination with:Thiocolchicoside (DB11582)
DB09218,Treatment of,Migraine,
DB09220,Treatment of,Angina pectoris,
DB09224,Treatment of,Confusion,
DB09224,Treatment of,Congenital dementias,
DB09224,Treatment of,Neurotic disorders,
DB09224,Treatment of,Psychosis,
DB09224,Treatment of,Sleep disorder,
DB09227,Treatment of,Arterial hypertension,
DB09227,Management of,Essential hypertension ( mild to moderate),
DB09227,Treatment of,Renovascular hypertension,
DB09227,Treatment of,Renal parenchymal hypertension,
DB09231,Treatment of,Angina pectoris,
DB09231,Treatment of,Angina pectoris,
DB09231,Management of,High blood pressure (hypertension),
DB09231,Treatment of,High blood pressure (hypertension),
DB09231,Treatment of,"Hypertension, renal",
DB09232,Treatment of,High blood pressure (hypertension),
DB09236,Used in combination to manage,High blood pressure (hypertension),
DB09236,Management of,High blood pressure (hypertension),
DB09236,Treatment of,High blood pressure (hypertension),
DB09236,Treatment of,High blood pressure (hypertension),
DB09237,Used in combination to treat,High blood pressure (hypertension),
DB09237,Treatment of,High blood pressure (hypertension),
DB09238,Treatment of,Mild to moderate hypertension,
DB09241,Used in combination for symptomatic treatment of,Cystitis,"Combination Product in combination with:Potassium nitrate (DB11090),Methenamine (DB06799)"
DB09241,Treatment of,Methaemoglobinaemia,
DB09241,Used in combination for symptomatic treatment of,Nephritis,"Combination Product in combination with:Methenamine (DB06799),Potassium nitrate (DB11090)"
DB09241,Used in combination for symptomatic treatment of,Urethritis,"Combination Product in combination with:Methenamine (DB06799),Potassium nitrate (DB11090)"
DB09241,Used in combination to treat,Urinary tract inflammation,Combination Product in combination with:Potassium nitrate (DB11090)
DB09255,Used in combination to treat,Blood circulation disorder,Combination Product in combination with:D-glucose (DB01914)
DB09255,Used in combination to treat,Capillary disorder,Combination Product in combination with:D-glucose (DB01914)
DB09255,Used in combination to treat,Dry eyes,"Combination Product in combination with:Glycine (DB00145),Hypromellose (DB11075)"
DB09255,Symptomatic treatment of,Dry eyes,
DB09255,Symptomatic treatment of,Eye irritation,
DB09256,Used in combination to treat,Advanced gastric cancer,"Regimen in combination with:Oteracil (DB03209),Cisplatin (DB00515),Gimeracil (DB09257)"
DB09257,Used in combination to treat,Advanced gastric cancer,"Regimen in combination with:Tegafur (DB09256),Oteracil (DB03209),Cisplatin (DB00515)"
DB09258,Prophylaxis of,Extracorporeal clotting during hemodialysis,
DB09258,Prophylaxis of,Thromboembolism,
DB09258,Prophylaxis of,Thromboembolism,
DB09258,Prophylaxis of,Thromboembolism,
DB09262,Treatment of,"Urinary bladder, overactive",
DB09262,Treatment of,"Urinary bladder, overactive",
DB09262,Treatment of,Urinary frequency,
DB09262,Treatment of,Urinary frequency,
DB09262,Treatment of,Urinary incontinence (ui),
DB09263,Treatment of,Hyperkalemia,
DB09267,Treatment of,Severe osteoporosis,
DB09268,Treatment of,Constipation,
DB09268,Treatment of,Constipation,
DB09268,Treatment of,Constipation,
DB09268,Treatment of,Constipation,
DB09268,Treatment of,Constipation,
DB09269,Used in combination to treat,Hyperammonemia,Combination Product in combination with:Benzoic acid (DB03793)
DB09270,Prophylaxis of,Migraine,
DB09272,Management of,Irritable bowel syndrome with diarrhea,
DB09273,Used in combination to treat,Bronchial asthma,Combination Product in combination with:Acetylcysteine (DB06151)
DB09273,Treatment of,Bronchial asthma,
DB09273,Treatment of,Bronchial asthma,
DB09273,Used in combination to treat,Chronic obstructive pulmonary disease (copd),Combination Product in combination with:Acetylcysteine (DB06151)
DB09273,Treatment of,Chronic obstructive pulmonary disease (copd),
DB09274,Used in combination to treat,Acute uncomplicated plasmodium falciparum malaria,Combination Product in combination with:Mefloquine (DB00358)
DB09274,Treatment of,"Malaria, cerebral",
DB09274,Treatment of,Severe malaria,
DB09274,Treatment of,Severe malaria,
DB09275,Treatment of,"Cough, acute",
DB09275,Treatment of,"Cough, acute",
DB09275,Treatment of,"Cough, acute",
DB09275,Treatment of,"Cough, acute",
DB09275,Treatment of,"Cough, acute",
DB09276,Management of,Felty's syndrome,
DB09276,Management of,Juvenile rheumatoid arthritis,
DB09276,Management of,Psoriatic arthritis,
DB09276,Management of,Rheumatoid arthritis,
DB09278,Used in combination to treat,Abdominal cramps,Combination Product in combination with:Dimethicone (DB11074)
DB09278,Used in combination to treat,Aerophagy,Combination Product in combination with:Dimethicone (DB11074)
DB09278,Used in combination to treat,Bloating,"Combination Product in combination with:Octasulfur (DB09353),Phenolphthalein (DB04824),Rhubarb (DB10651),Sennosides (DB11365)"
DB09278,Used in combination to treat,Constipation,"Combination Product in combination with:Rhubarb (DB10651),Sennosides (DB11365),Octasulfur (DB09353),Phenolphthalein (DB04824)"
DB09278,Used in combination to treat,Delayed transit time,"Combination Product in combination with:Octasulfur (DB09353),Sennosides (DB11365),Rhubarb (DB10651)"
DB09279,Treatment of,"Hypertension,essential",
DB09280,Used in combination to manage,Cystic fibrosis,Combination Product in combination with:Ivacaftor (DB08820)
DB09280,Used in combination to manage,Cystic fibrosis (cf),Combination Product in combination with:Ivacaftor (DB08820)
DB09281,Used in combination to treat,Acid reflux,"Combination Product in combination with:Simethicone (DB09512),Aluminum hydroxide (DB06723)"
DB09281,Used in combination to treat,Acid indigestion,Combination Product in combination with:Aluminum hydroxide (DB06723)
DB09281,Used in combination to treat,Bloating,"Combination Product in combination with:Simethicone (DB09512),Aluminum hydroxide (DB06723)"
DB09281,Used in combination to treat,Colic,"Combination Product in combination with:Aluminum hydroxide (DB06723),Simethicone (DB09512)"
DB09281,Used in combination to treat,Flatulence,"Combination Product in combination with:Simethicone (DB09512),Aluminum hydroxide (DB06723)"
DB09282,Treatment of,Angina pectoris,
DB09282,Treatment of,Chronic stable angina pectoris,
DB09282,Treatment of,Chronic stable angina pectoris,
DB09282,Treatment of,Unstable angina pectoris,
DB09282,Treatment of,Unstable angina pectoris,
DB09285,Symptomatic treatment of,Inflammation,
DB09285,Symptomatic treatment of,Inflammation,
DB09285,Symptomatic treatment of,Inflammation,
DB09285,Symptomatic treatment of,Inflammation,
DB09285,Symptomatic treatment of,Inflammation,
DB09287,Used in combination to treat,Chronic constipation,"Combination Product in combination with:Sodium bicarbonate (DB01390),Potassium chloride (DB00761),Sodium chloride (DB09153)"
DB09287,Treatment of,Constipation,
DB09287,Used in combination for symptomatic treatment of,Constipation,"Combination Product in combination with:Citric acid (DB04272),Potassium chloride (DB00761),Sodium chloride (DB09153),Sodium citrate (DB09154)"
DB09287,Used in combination for symptomatic treatment of,Dry eye syndrome (des),Combination Product in combination with:Propylene glycol (DB01839)
DB09287,Used in combination for symptomatic treatment of,Dry eyes,Combination Product in combination with:Propylene glycol (DB01839)
DB09289,Treatment of,Major depressive disorder (mdd),
DB09290,Treatment of,Gastrointestinal symptoms caused by cancer treatment,
DB09291,Prophylaxis of,Delayed chemotherapy-induced nausea and vomiting,
DB09292,Used in combination to prevent,Cardiovascular death,Combination Product in combination with:Valsartan (DB00177)
DB09292,Used in combination to treat,Heart failure,Combination Product in combination with:Valsartan (DB00177)
DB09292,Used in combination to prevent,Hospitalization due to cardiac failure,Combination Product in combination with:Valsartan (DB00177)
DB09293,Treatment of,Hyperthyroidism,
DB09293,Treatment of,Thyroid carcinoma,
DB09293,Symptomatic treatment of,Metastatic thyroid malignancy,
DB09293,Diagnostic agent,Thyroid malignancy,
DB09296,Used in combination to treat,Chronic hepatitis c genotype 1a,"Regimen in combination with:Dasabuvir (DB09183),Paritaprevir (DB09297),Ritonavir (DB00503),Ribavirin (DB00811)"
DB09296,Used in combination to treat,Chronic hepatitis c genotype 1b,"Combination Product in combination with:Ritonavir (DB00503),Dasabuvir (DB09183),Paritaprevir (DB09297)"
DB09296,Used in combination to treat,Without cirrhosis chronic hepatitis c genotype 4,"Regimen in combination with:Paritaprevir (DB09297),Ritonavir (DB00503),Ribavirin (DB00811)"
DB09297,Used in combination to treat,With compensated cirrhosis chronic hepatitis c genotype 1a,"Regimen in combination with:Ombitasvir (DB09296),Dasabuvir (DB09183),Ritonavir (DB00503),Ribavirin (DB00811)"
DB09297,Used in combination to treat,With compensated cirrhosis chronic hepatitis c genotype 1b,"Combination Product in combination with:Ombitasvir (DB09296),Ritonavir (DB00503),Dasabuvir (DB09183)"
DB09297,Used in combination to treat,Without cirrhosis chronic hepatitis c genotype 1a,"Regimen in combination with:Ritonavir (DB00503),Dasabuvir (DB09183),Ribavirin (DB00811),Ombitasvir (DB09296)"
DB09297,Used in combination to treat,Without cirrhosis chronic hepatitis c genotype 1b,"Combination Product in combination with:Dasabuvir (DB09183),Ritonavir (DB00503),Ombitasvir (DB09296)"
DB09297,Used in combination to treat,Without cirrhosis chronic hepatitis c genotype 4,"Regimen in combination with:Ribavirin (DB00811),Ombitasvir (DB09296),Ritonavir (DB00503)"
DB09299,Management of,Chronic hepatitis b infection,
DB09299,Used in combination to treat,Hiv-1-infection,"Combination Product in combination with:Emtricitabine (DB00879),Cobicistat (DB09065),Darunavir (DB01264)"
DB09299,Used in combination to treat,Hiv-1-infection,"Combination Product in combination with:Rilpivirine (DB08864),Emtricitabine (DB00879),Elvitegravir (DB09101),Cobicistat (DB09065)"
DB09299,Used in combination to treat,Hiv-1-infection,"Combination Product in combination with:Bictegravir (DB11799),Emtricitabine (DB00879)"
DB09299,Used in combination to treat,Human immunodeficiency virus type 1 (hiv-1) infection,"Combination Product in combination with:Emtricitabine (DB00879),Bictegravir (DB11799)"
DB09300,Treatment of,Gastrointestinal spastic and hypermotility disorders,
DB09300,Treatment of,Infantile hypertrophic pyloric stenosis,
DB09300,Used in combination to treat,Menstrual cramps,"Combination Product in combination with:Ibuprofen (DB01050),Caffeine (DB00201)"
DB09300,Treatment of,Menstrual cramps,
DB09300,Used in combination to treat,Muscle spasms,Combination Product in combination with:Metamizole (DB04817)
DB09301,Symptomatic treatment of,Arthritis,
DB09301,Symptomatic treatment of,Backache,
DB09301,Symptomatic treatment of,Muscle pain,
DB09301,Symptomatic treatment of,Muscle strain,
DB09301,Symptomatic treatment of,Muscle ache,
DB09314,Diagnostic agent,Vesico-ureteral reflux,
DB09316,Diagnostic agent,Ischemic heart disease,
DB09316,Diagnostic agent,Myocardial infarction,
DB09316,Diagnostic agent,Myocardial infarction,
DB09316,Diagnostic agent,Myocardial ischemia,
DB09316,Diagnostic agent,Myocardial ischemia,
DB09317,Management of,Moderate vulvovaginal atrophy,
DB09317,Management of,Moderate vasomotor symptoms,
DB09317,Management of,Severe vulvovaginal atrophy,
DB09317,Management of,Severe vasomotor symptoms,
DB09318,Management of,Moderate dyspareunia,
DB09318,Management of,Moderate vaginal dryness,
DB09318,Management of,Moderate vulvovaginal atrophy,
DB09318,Management of,Moderate vasomotor symptoms,
DB09318,Management of,Severe dyspareunia,
DB09320,Treatment of,Anthrax,
DB09320,Prophylaxis of,Anthrax,
DB09320,Treatment of,Bacterial infections,
DB09320,Prevention of,Diphtheria,
DB09320,Treatment of,Erysipelas,
DB09321,Used in combination to treat,Acute wounds,Combination Product in combination with:Witch hazel (DB11111)
DB09321,Used in combination to treat,Burns first degree,Combination Product in combination with:Cod liver oil (DB11321)
DB09321,Used in combination to treat,Burns first degree,Combination Product in combination with:Witch hazel (DB11111)
DB09321,Used in combination to treat,Burns second degree,Combination Product in combination with:Witch hazel (DB11111)
DB09321,Used in combination to treat,"Dermatitis, eczematous","Combination Product in combination with:Dimethicone (DB11074),Mineral oil (DB11057)"
DB09322,Used in combination for symptomatic treatment of,Dry eyes,Combination Product in combination with:Phenylephrine (DB00388)
DB09322,Used in combination for symptomatic treatment of,Local pain,Combination Product in combination with:Heparin (DB01109)
DB09322,Used in combination for symptomatic treatment of,Local swelling,Combination Product in combination with:Heparin (DB01109)
DB09322,Used in combination for symptomatic treatment of,Local itching,Combination Product in combination with:Heparin (DB01109)
DB09324,Used in combination to treat,Acute bacterial rhinosinusitis,Combination Product in combination with:Ampicillin (DB00415)
DB09324,Used in combination to treat,Animal bite,Combination Product in combination with:Ampicillin (DB00415)
DB09324,Used in combination to treat,Bacterial infections,Combination Product in combination with:Ampicillin (DB00415)
DB09324,Used in combination to treat,Bacterial infections caused by beta lactamase producing bacteria,Combination Product in combination with:Amoxicillin (DB01060)
DB09324,Used in combination to treat,Catheter related infection,Combination Product in combination with:Ampicillin (DB00415)
DB09325,Used in combination to treat,Caries; enamel,"Combination Product in combination with:Dectaflur (DB16622),Olaflur (DB13290),Sodium fluoride (DB09325)"
DB09325,Used in combination to prevent,Cavity,Combination Product in combination with:Potassium nitrate (DB11090)
DB09325,Prevention of,Dental caries,
DB09325,Used in combination to treat,Dental cavity,"Combination Product in combination with:Dectaflur (DB16622),Olaflur (DB13290),Sodium fluoride (DB09325)"
DB09325,Maintenance of,Dental health,
DB09326,Diagnostic agent,Coronary artery disease,
DB09330,Used as adjunct in combination to treat,Locally advanced non-small cell lung cancer,Regimen in combination with:Pemetrexed (DB00642)
DB09330,Used as adjunct in combination to treat,Locally advanced non-small cell lung cancer,Regimen in combination with:Pemetrexed (DB00642)
DB09330,Used as adjunct in combination to treat,Metastatic non-small cell lung cancer,Regimen in combination with:Pemetrexed (DB00642)
DB09330,Used as adjunct in combination to treat,Metastatic non-small cell lung cancer,Regimen in combination with:Pemetrexed (DB00642)
DB09330,Treatment of,Metastatic non-small cell lung cancer,
DB09337,Prevention of,Hypoxia,
DB09341,Used in combination to treat,Arrhythmia,Combination Product in combination with:Lidocaine (DB00281)
DB09341,Used in combination to prevent,Arrhythmia,Combination Product in combination with:Lidocaine (DB00281)
DB09341,Used in combination to treat,Caloric deficit,Combination Product in combination with:Sodium chloride (DB09153)
DB09341,Used in combination to treat,Edema of the cerebrum,"Combination Product in combination with:Sodium chloride (DB09153),Glycerin (DB09462)"
DB09341,Treatment of,Hypoglycemia,
DB09343,Used in combination to treat,Metastatic colorectal cancer,"Combination Product in combination with:Trifluridine (DB00432),Bevacizumab (DB00112)"
DB09343,Used in combination to treat,Metastatic colorectal cancer,Combination Product in combination with:Trifluridine (DB00432)
DB09343,Used in combination to treat,Metastatic gastroesophageal junction adenocarcinoma,Regimen in combination with:Trifluridine (DB00432)
DB09345,Used in combination to treat,Dermatoses,Combination Product in combination with:Hydrocortisone (DB00741)
DB09345,Symptomatic treatment of,Hemorrhoids,
DB09345,Symptomatic treatment of,Itching of the perianal area,
DB09345,Symptomatic treatment of,Skin irritation,
DB09350,Used in combination to treat,Body lice,Combination Product in combination with:Pyrethrum extract (DB11087)
DB09350,Used in combination to treat,Head lice,Combination Product in combination with:Pyrethrum extract (DB11087)
DB09350,Used in combination to treat,Pubic lice,Combination Product in combination with:Pyrethrum extract (DB11087)
DB09353,Used in combination to treat,Acne,Combination Product in combination with:Salicylic acid (DB00936)
DB09353,Treatment of,Acne,
DB09353,Used in combination to prevent,Blemishes caused by acne,Combination Product in combination with:Salicylic acid (DB00936)
DB09353,Used in combination to treat,Blemishes caused by acne,Combination Product in combination with:Salicylic acid (DB00936)
DB09357,Used in combination for symptomatic treatment of,Allergic rhinitis (ar),Combination Product in combination with:Xylometazoline (DB06694)
DB09357,Used in combination for symptomatic treatment of,Bursitis,"Combination Product in combination with:Heparin (DB01109),Dimethyl sulfoxide (DB01093)"
DB09357,Treatment of,Canker sore,
DB09357,Used in combination for symptomatic treatment of,Contusions,"Combination Product in combination with:Dimethyl sulfoxide (DB01093),Heparin (DB01109)"
DB09357,Treatment of,Dermabrasion,
DB09375,Used in combination to treat,Colorectal cancers,"Combination Product in combination with:Papain (DB11193),Trypsin (DB11237)"
DB09375,Used in combination to treat,Head & neck squamous cell carcinoma,"Combination Product in combination with:Papain (DB11193),Trypsin (DB11237)"
DB09375,Used in combination to treat,Locally advanced cervical cancer,"Combination Product in combination with:Papain (DB11193),Trypsin (DB11237)"
DB09375,Used in combination to treat,Locally advanced nsclc,"Combination Product in combination with:Trypsin (DB11237),Papain (DB11193)"
DB09375,Used in combination to treat,Multiple myeloma (mm),"Combination Product in combination with:Trypsin (DB11237),Papain (DB11193)"
DB09381,Management of,Hypogonadism,
DB09381,Symptomatic treatment of,Metastatic breast cancer,
DB09381,Management of,Primary ovarian failure,
DB09381,Symptomatic treatment of,Advanced prostatic carcinoma,
DB09381,Management of,Moderate vulvovaginal atrophy,
DB09389,Used in combination to treat,Abnormal uterine bleeding,Combination Product in combination with:Ethinylestradiol (DB00977)
DB09389,Used in combination to treat,Dysmenorrhea,Combination Product in combination with:Ethinylestradiol (DB00977)
DB09389,Used in combination to manage,Endometriosis,Combination Product in combination with:Ethinylestradiol (DB00977)
DB09389,Used in combination to treat,Menorrhagia,Combination Product in combination with:Ethinylestradiol (DB00977)
DB09389,Used in combination to manage,Polycystic ovarian syndrome,Combination Product in combination with:Ethinylestradiol (DB00977)
DB09395,Used in combination to treat,Hyponatremia,"Combination Product in combination with:Sodium chloride (DB09153),Lactic acid (DB04398)"
DB09395,Treatment of,Hyponatremia,
DB09395,Prophylaxis of,Hyponatremia,
DB09395,Used in combination to treat,Hypovolaemia,"Combination Product in combination with:Magnesium chloride (DB09407),Hydroxyethyl Starch (DB09106),Potassium chloride (DB00761),Sodium chloride (DB09153)"
DB09395,Used in combination to treat,"Mild, moderate metabolic acidosis","Combination Product in combination with:Sodium chloride (DB09153),Lactic acid (DB04398)"
DB09397,Diagnostic agent,Breast cancer,
DB09397,Diagnostic agent,Malignant melanoma,
DB09398,Diagnostic agent,Altered osteogenesis,
DB09398,Diagnostic agent,Altered osteogenic activity,
DB09407,Used in combination to treat,Electrolyte imbalance,"Combination Product in combination with:Sodium chloride (DB09153),Sodium acetate (DB09395),Dextrose, unspecified form (DB09341),Gluconic Acid (DB13180),Potassium chloride (DB00761)"
DB09407,Treatment of,Magnesium deficiency,
DB09407,Used in combination to treat,Mild metabolic acidosis,"Combination Product in combination with:Sodium chloride (DB09153),Potassium chloride (DB00761),Gluconic Acid (DB13180),Dextrose, unspecified form (DB09341),Sodium acetate (DB09395)"
DB09414,Used in combination to treat,Electrolyte imbalance,"Combination Product in combination with:Potassium chloride (DB00761),Sodium acetate (DB09395),Dextrose, unspecified form (DB09341),Magnesium chloride (DB09407)"
DB09414,Used in combination to treat,Mild metabolic acidosis,"Combination Product in combination with:Sodium acetate (DB09395),Potassium chloride (DB00761),Magnesium chloride (DB09407),Dextrose, unspecified form (DB09341)"
DB09420,Diagnostic agent,Thyroid cancer metastases,
DB09436,Diagnostic agent,Renal parenchymal disorders,
DB09449,Used in combination to treat,Acid-base imbalance,"Combination Product in combination with:Potassium chloride (DB00761),Sodium bicarbonate (DB01390),Sodium phosphate, dibasic (DB14502),Magnesium chloride (DB09407),Calcium chloride (DB01164),Sodium chloride (DB09153)"
DB09449,Used in combination to treat,Acidosis,"Combination Product in combination with:Monopotassium phosphate (DB09413),Magnesium chloride (DB09407),Dextrose, unspecified form (DB09341),Potassium chloride (DB00761),Lactic acid (DB04398)"
DB09449,Used in combination to treat,Burns,"Combination Product in combination with:Lactic acid (DB04398),Potassium chloride (DB00761),Magnesium chloride (DB09407),Monopotassium phosphate (DB09413),Dextrose, unspecified form (DB09341)"
DB09449,Used in combination to treat,Constipation,"Combination Product in combination with:Sodium phosphate, dibasic (DB14502)"
DB09449,Used in combination to treat,Dehydration,"Combination Product in combination with:Sodium chloride (DB09153),Lactic acid (DB04398),Dextrose, unspecified form (DB09341),Potassium chloride (DB00761),Magnesium chloride (DB09407)"
DB09459,Symptomatic treatment of,Acid indigestion,
DB09459,Symptomatic treatment of,Heartburn,
DB09459,Used in combination to prevent,Kidney stones,"Combination Product in combination with:Sodium citrate (DB09154),Sodium bicarbonate (DB01390),Citric acid (DB04272)"
DB09459,Used in combination for symptomatic treatment of,Pain,"Combination Product in combination with:Sodium citrate (DB09154),Citric acid (DB04272),Sodium bicarbonate (DB01390)"
DB09459,Symptomatic treatment of,Upset stomach,
DB09460,Treatment of,Excess ear wax,
DB09462,Symptomatic treatment of,Cold sore,
DB09462,Used in combination to treat,Constipation,"Combination Product in combination with:Sorbitol (DB01638),Sodium citrate (DB09154)"
DB09462,Symptomatic treatment of,Constipation,
DB09462,Treatment of,Dry mouth,
DB09462,Symptomatic treatment of,Dry throat,
DB09473,Diagnostic agent,Inflammatory processes to which leukocytes migrate,
DB09477,Management of,Diabetic nephropathy,
DB09477,Management of,Heart failure,
DB09477,Management of,Hypertension,
DB09477,Management of,Left ventricular dysfunction,
DB09479,Diagnostic agent,Coronary artery disease,
DB09481,Symptomatic treatment of,Acid indigestion,
DB09481,Used in combination to treat,Bladder calculus,"Combination Product in combination with:Citric acid (DB04272),Gluconolactone (DB04564),Magnesium carbonate (DB09481)"
DB09481,Symptomatic treatment of,Heartburn,
DB09481,Used in combination to treat,Renal calculi,"Combination Product in combination with:Citric acid (DB04272),Magnesium carbonate (DB09481),Gluconolactone (DB04564)"
DB09481,Symptomatic treatment of,Upset stomach,
DB09484,Prevention of,Dental cavity,
DB09488,Used in combination for symptomatic treatment of,Seasonal allergic rhinitis,Combination Product in combination with:Pseudoephedrine (DB00852)
DB09490,Used in combination for diagnostic process,Gastrointestinal tumors,Combination Product in combination with:Indium In-111 pentetreotide (DB11835)
DB09490,Used in combination for diagnostic process,Pancreatic tumours,Combination Product in combination with:Indium In-111 pentetreotide (DB11835)
DB09494,Management of,"Dry, itchy skin",
DB09495,Used in combination for prophylaxis of,Sunburn,
DB09496,Used in combination to prevent,Sunburn,
DB09496,Used in combination to prevent,Sunburn,"Combination Product in combination with:Zinc oxide (DB09321),Titanium dioxide (DB09536)"
DB09496,Used in combination to prevent,Sunburn,Combination Product in combination with:Sulisobenzone (DB11185)
DB09498,Management of,Bone pain,
DB09499,Prevention of,Cisplatin ototoxicity,
DB09499,Used in combination to treat,Cyanide poisoning,Combination Product in combination with:Nitrous acid (DB09112)
DB09499,Prevention of,Ototoxicity from cisplatin chemotherapy,
DB09502,Diagnostic agent,Cancer,
DB09502,Diagnostic agent,Coronary artery disease,
DB09502,Diagnostic agent,Epileptic seizure,
DB09502,Diagnostic agent,Left ventricular dysfunction,
DB09510,Diagnostic agent,Helicobacter pylori,
DB09510,Diagnostic agent,Helicobacter pylori infection,
DB09510,Used in combination as diagnostic agent,Helicobacter pylori infection,Combination Product in combination with:Citric acid (DB04272)
DB09511,Used in combination to treat,Diaper rash,Combination Product in combination with:Zinc oxide (DB09321)
DB09511,Prophylaxis of,Malignant pleural effusion,
DB09511,Management of,Malignant pleural effusion,
DB09511,Used in combination to treat,Skin irritation,Combination Product in combination with:Zinc oxide (DB09321)
DB09512,Used in combination to treat,Abdominal cramps,Combination Product in combination with:Alverine (DB01616)
DB09512,Used in combination to treat,Abdominal pain,Combination Product in combination with:Alverine (DB01616)
DB09512,Used in combination to treat,Abdominal pain,Combination Product in combination with:Loperamide (DB00836)
DB09512,Used in combination for symptomatic treatment of,Abdominal distension,"Combination Product in combination with:Magnesium hydroxide (DB09104),Magnesium trisilicate (DB09281),Aluminum hydroxide (DB06723)"
DB09512,Used in combination for symptomatic treatment of,Acid reflux,"Combination Product in combination with:Magnesium trisilicate (DB09281),Magnesium hydroxide (DB09104),Aluminum hydroxide (DB06723)"
DB09513,Diagnostic agent,Helicobacter pylori infection,
DB09517,Treatment of,Anemia,
DB09517,Treatment of,Iron deficiency anemia,
DB09526,Used in combination to treat,Acne vulgaris,Combination Product in combination with:Tretinoin (DB00755)
DB09526,Treatment of,Melasma,
DB09526,Used in combination to treat,Skin hyperpigmentation,Combination Product in combination with:Tretinoin (DB00755)
DB09526,Used in combination to treat,Skin hyperpigmentation,Combination Product in combination with:Tretinoin (DB00755)
DB09526,Used in combination to treat,Skin hyperpigmentation,Combination Product in combination with:Tretinoin (DB00755)
DB09534,Used in combination for prophylaxis of,Sunburn,
DB09536,Used in combination to treat,"Dermatitis, eczematous","Combination Product in combination with:Witch hazel (DB11111),Ichthammol (DB11341),Zinc oxide (DB09321)"
DB09536,Used in combination for prophylaxis of,Sunburn,
DB09536,Used in combination to treat,Wounds,"Combination Product in combination with:Witch hazel (DB11111),Zinc oxide (DB09321),Ichthammol (DB11341)"
DB09536,Used in combination to treat,Abrasions,"Combination Product in combination with:Ichthammol (DB11341),Zinc oxide (DB09321),Witch hazel (DB11111)"
DB09536,Used in combination to treat,Blistering,"Combination Product in combination with:Ichthammol (DB11341),Zinc oxide (DB09321),Witch hazel (DB11111)"
DB09539,Management of,Severe hypertriglyceridemia,
DB09543,Used in combination to treat,Acute muscle pain,"Combination Product in combination with:Piroxicam (DB00554),Eugenol (DB09086),Levomenthol (DB00825)"
DB09543,Used in combination for symptomatic treatment of,Arthritis,"Combination Product in combination with:Levomenthol (DB00825),Camphor (DB01744),Eucalyptus oil (DB11114)"
DB09543,Used as adjunct in combination to treat,Back pain lower back,"Combination Product in combination with:Levomenthol (DB00825),Chlorobutanol (DB11386),Camphor (DB01744)"
DB09543,Used in combination to treat,Back pain lower back,"Combination Product in combination with:Camphor (DB01744),Levomenthol (DB00825),Eucalyptus oil (DB11114)"
DB09543,Used in combination to treat,Backache,"Combination Product in combination with:Levomenthol (DB00825),Eucalyptus oil (DB11114),Camphor (DB01744)"
DB09546,Diagnostic agent,Heart failure nyha class ii,
DB09546,Diagnostic agent,Heart failure nyha class iii,
DB09546,Diagnostic agent,Neuroblastomas,
DB09546,Diagnostic agent,Pheochromocytomas,
